DajData/NastavData;;5200
DajIndex;;700
DajIndex;;800
Vloz;;5600
Vymaz;;9700
Vloz;;7200
Vymaz;;14400
Vloz;;10000
DajData/NastavData;;5300
DajIndex;;800
DajData/NastavData;;5400
DajData/NastavData;;5200
DajData/NastavData;;5300
Vymaz;;5800
Vymaz;;9800
DajData/NastavData;;5300
DajIndex;;700
DajData/NastavData;;5400
Vloz;;9600
DajData/NastavData;;5300
Vymaz;;9600
Vloz;;9600
Vloz;;7600
DajIndex;;1200
DajData/NastavData;;6400
DajData/NastavData;;5400
Vymaz;;9900
Vymaz;;9600
DajData/NastavData;;5200
Vymaz;;5600
Vymaz;;9600
Vymaz;;9600
Vloz;;9600
Vymaz;;5600
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5100
DajData/NastavData;;5100
Vymaz;;9700
Vloz;;5600
DajData/NastavData;;5300
Vymaz;;10100
DajData/NastavData;;5200
DajIndex;;700
Vymaz;;5800
Vymaz;;5600
Vymaz;;5500
Vloz;;1400
Vymaz;;5800
Vloz;;1300
DajData/NastavData;;5400
DajData/NastavData;;5300
Vloz;;5600
Vymaz;;9800
DajIndex;;600
Vymaz;;5800
Vloz;;1200
DajData/NastavData;;5400
DajIndex;;700
Vloz;;5600
DajIndex;;600
Vloz;;9600
DajData/NastavData;;7000
Vymaz;;5600
DajData/NastavData;;5200
DajData/NastavData;;5200
Vloz;;5600
Vymaz;;5700
DajIndex;;700
Vloz;;5600
DajData/NastavData;;5300
DajData/NastavData;;5100
Vloz;;9300
DajData/NastavData;;5200
DajIndex;;700
DajData/NastavData;;5400
Vymaz;;9700
Vloz;;5500
DajData/NastavData;;5200
Vloz;;9500
Vymaz;;9700
DajData/NastavData;;5200
DajIndex;;800
DajData/NastavData;;5200
DajData/NastavData;;5200
Vloz;;5500
Vymaz;;9800
Vloz;;9400
Vymaz;;9500
DajData/NastavData;;5200
Vymaz;;5700
Vloz;;5500
Vloz;;9300
DajData/NastavData;;5300
Vymaz;;9500
Vloz;;5600
DajData/NastavData;;5100
Vloz;;5500
Vloz;;5400
DajData/NastavData;;5200
DajData/NastavData;;5400
Vloz;;11100
Vymaz;;13800
DajIndex;;800
DajData/NastavData;;5700
Vymaz;;5800
Vymaz;;5600
DajIndex;;700
Vymaz;;9700
Vloz;;9500
DajData/NastavData;;5300
Vloz;;5500
DajData/NastavData;;5100
Vloz;;9400
Vymaz;;5700
DajData/NastavData;;5200
DajData/NastavData;;5100
DajData/NastavData;;5200
Vymaz;;5500
DajData/NastavData;;5200
DajData/NastavData;;5400
Vymaz;;5700
DajData/NastavData;;5100
DajData/NastavData;;5100
DajIndex;;700
DajData/NastavData;;5300
Vymaz;;9700
DajData/NastavData;;5100
DajData/NastavData;;5300
DajData/NastavData;;5200
DajData/NastavData;;5100
Vymaz;;9700
DajData/NastavData;;5200
DajData/NastavData;;5200
Vloz;;9300
DajData/NastavData;;5200
DajIndex;;600
DajData/NastavData;;5300
DajIndex;;700
DajIndex;;600
DajData/NastavData;;5300
Vloz;;5500
Vloz;;9400
DajIndex;;700
Vloz;;9500
DajData/NastavData;;5400
DajData/NastavData;;5200
Vloz;;5600
DajData/NastavData;;5200
Vloz;;9400
DajIndex;;700
DajData/NastavData;;6200
Vymaz;;10200
DajIndex;;700
Vymaz;;9800
Vymaz;;9500
Vymaz;;5600
Vymaz;;10000
DajIndex;;600
DajData/NastavData;;5300
DajData/NastavData;;5300
DajData/NastavData;;5200
Vymaz;;5700
DajData/NastavData;;5200
Vloz;;5500
Vymaz;;5600
Vloz;;5500
Vymaz;;9700
DajData/NastavData;;5300
DajData/NastavData;;5100
Vloz;;5500
DajData/NastavData;;5100
Vloz;;9500
DajIndex;;600
DajData/NastavData;;5300
DajData/NastavData;;5200
Vymaz;;5700
DajIndex;;600
DajData/NastavData;;5300
Vloz;;5500
DajData/NastavData;;5300
DajIndex;;600
DajData/NastavData;;7000
DajIndex;;700
DajData/NastavData;;5400
DajData/NastavData;;5300
Vymaz;;9800
DajData/NastavData;;5200
DajData/NastavData;;5300
Vymaz;;5600
Vloz;;5600
DajData/NastavData;;5200
DajData/NastavData;;5100
DajData/NastavData;;5200
DajData/NastavData;;5300
Vloz;;9500
DajData/NastavData;;5200
DajData/NastavData;;5200
DajIndex;;1300
DajData/NastavData;;6000
DajData/NastavData;;5200
DajData/NastavData;;5300
Vymaz;;5800
Vloz;;5600
Vloz;;5500
DajIndex;;700
DajData/NastavData;;5200
Vymaz;;5700
Vloz;;9600
DajData/NastavData;;5200
DajData/NastavData;;5100
Vloz;;5500
DajData/NastavData;;5200
DajData/NastavData;;5000
Vymaz;;9800
DajData/NastavData;;5200
DajData/NastavData;;5100
DajIndex;;800
DajData/NastavData;;5200
DajData/NastavData;;5100
Vymaz;;5700
Vymaz;;5600
Vloz;;5600
Vloz;;6000
Vloz;;5600
DajData/NastavData;;5200
Vloz;;9400
Vymaz;;9800
DajData/NastavData;;5200
DajData/NastavData;;5200
Vloz;;9400
Vymaz;;9900
Vymaz;;9600
Vloz;;5500
Vloz;;5400
Vloz;;9400
DajData/NastavData;;5200
Vymaz;;9800
Vymaz;;5700
Vloz;;9400
DajData/NastavData;;5300
Vymaz;;5500
DajData/NastavData;;5100
Vymaz;;9700
DajData/NastavData;;5100
DajData/NastavData;;5200
Vymaz;;9800
Vloz;;9500
DajIndex;;700
Vymaz;;9800
DajData/NastavData;;5300
DajData/NastavData;;5300
Vymaz;;5700
DajData/NastavData;;5100
DajData/NastavData;;5200
Vloz;;9500
Vymaz;;9700
Vymaz;;9800
Vloz;;5600
DajData/NastavData;;5100
DajIndex;;700
DajData/NastavData;;5300
DajData/NastavData;;5200
DajData/NastavData;;5100
Vymaz;;5700
DajData/NastavData;;5200
DajData/NastavData;;5200
Vloz;;5500
Vymaz;;9700
DajData/NastavData;;5200
DajData/NastavData;;5200
Vymaz;;5800
DajIndex;;700
Vloz;;5600
Vloz;;9500
DajData/NastavData;;5200
Vloz;;9400
Vymaz;;5700
Vymaz;;9700
Vymaz;;5700
DajData/NastavData;;5200
Vymaz;;5600
Vloz;;1300
DajData/NastavData;;5400
DajData/NastavData;;5300
Vloz;;5400
DajData/NastavData;;5200
DajIndex;;600
DajData/NastavData;;5300
DajData/NastavData;;5100
Vymaz;;5700
DajData/NastavData;;5200
Vymaz;;5700
Vloz;;1300
DajData/NastavData;;5200
DajData/NastavData;;5100
DajData/NastavData;;5000
Vloz;;5600
Vloz;;9600
Vymaz;;9800
Vloz;;9500
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5100
DajIndex;;700
DajIndex;;600
Vloz;;9500
DajData/NastavData;;5100
DajData/NastavData;;5300
DajData/NastavData;;5300
DajData/NastavData;;5100
DajData/NastavData;;5100
DajData/NastavData;;5200
DajData/NastavData;;5100
Vymaz;;9700
Vymaz;;5700
DajData/NastavData;;5100
DajIndex;;600
DajData/NastavData;;5200
DajData/NastavData;;5200
DajIndex;;600
DajIndex;;600
Vloz;;9700
Vymaz;;9500
DajData/NastavData;;5200
Vymaz;;5600
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5300
Vymaz;;5700
Vloz;;1200
DajData/NastavData;;5300
DajData/NastavData;;5200
DajData/NastavData;;5200
DajIndex;;600
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5200
Vloz;;5700
DajData/NastavData;;5100
DajData/NastavData;;5300
Vymaz;;7300
DajData/NastavData;;5200
Vymaz;;5700
Vloz;;1300
Vymaz;;5900
Vloz;;1300
Vloz;;5600
DajIndex;;600
Vloz;;5600
DajData/NastavData;;5200
DajIndex;;700
DajData/NastavData;;5400
Vymaz;;9700
Vymaz;;5700
DajData/NastavData;;5300
DajData/NastavData;;5100
DajData/NastavData;;5100
DajIndex;;600
Vymaz;;5900
Vloz;;1200
Vloz;;5600
Vloz;;5500
DajData/NastavData;;7200
DajIndex;;700
Vymaz;;10200
Vloz;;5800
DajIndex;;700
DajData/NastavData;;5400
DajData/NastavData;;5300
Vloz;;5500
Vloz;;9400
DajData/NastavData;;5400
DajData/NastavData;;5200
DajData/NastavData;;5300
Vloz;;9400
Vymaz;;9700
Vloz;;9400
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5300
Vymaz;;13300
Vloz;;17300
DajData/NastavData;;6500
Vloz;;5900
DajData/NastavData;;5300
Vloz;;5500
DajData/NastavData;;5300
DajData/NastavData;;5300
Vymaz;;9900
DajData/NastavData;;5200
DajData/NastavData;;5300
DajData/NastavData;;5500
DajData/NastavData;;5300
DajData/NastavData;;5100
Vloz;;9700
DajData/NastavData;;5500
DajData/NastavData;;5200
DajData/NastavData;;5500
DajData/NastavData;;9400
DajData/NastavData;;8800
DajData/NastavData;;8600
DajData/NastavData;;8500
DajData/NastavData;;6900
Vymaz;;14000
Vymaz;;9200
DajData/NastavData;;9200
DajData/NastavData;;9200
DajData/NastavData;;9100
Vloz;;9400
Vymaz;;22400
DajData/NastavData;;14000
Vloz;;14100
Vymaz;;12100
Vloz;;15000
DajData/NastavData;;12100
Vloz;;14600
DajData/NastavData;;8400
DajData/NastavData;;7300
Vymaz;;14900
Vymaz;;9500
DajData/NastavData;;8500
Vymaz;;15000
Vloz;;13800
Vymaz;;13900
DajIndex;;1200
Vymaz;;15300
DajData/NastavData;;7800
DajData/NastavData;;7800
Vymaz;;14500
Vloz;;19700
DajData/NastavData;;8200
DajData/NastavData;;7700
Vymaz;;8900
DajIndex;;1200
DajData/NastavData;;8200
DajData/NastavData;;8500
DajData/NastavData;;7500
DajData/NastavData;;8300
Vymaz;;16500
DajData/NastavData;;8400
DajData/NastavData;;11400
Vloz;;9800
DajData/NastavData;;9700
DajData/NastavData;;8800
DajData/NastavData;;8800
Vloz;;14400
Vymaz;;14900
DajIndex;;1100
DajData/NastavData;;9800
DajData/NastavData;;8400
Vloz;;9900
DajData/NastavData;;8800
Vymaz;;10200
Vymaz;;18500
Vymaz;;20000
DajData/NastavData;;8500
Vloz;;17200
DajData/NastavData;;8100
DajData/NastavData;;14500
DajData/NastavData;;7400
DajData/NastavData;;10300
DajData/NastavData;;15100
Vymaz;;14600
Vymaz;;9300
Vloz;;2600
Vloz;;9200
Vymaz;;9300
DajData/NastavData;;8100
Vymaz;;14100
Vloz;;2500
Vloz;;8900
Vymaz;;9100
DajData/NastavData;;8300
Vloz;;9900
Vloz;;8900
DajData/NastavData;;10800
DajData/NastavData;;9100
DajData/NastavData;;8600
Vymaz;;9300
DajData/NastavData;;7800
DajData/NastavData;;7500
Vymaz;;8200
DajData/NastavData;;7500
DajData/NastavData;;7600
Vloz;;9500
DajData/NastavData;;8200
Vymaz;;15700
Vymaz;;8500
Vloz;;2500
Vymaz;;9100
Vloz;;2200
Vloz;;9400
DajData/NastavData;;8700
DajData/NastavData;;8600
Vloz;;9100
Vloz;;15100
DajData/NastavData;;8300
Vloz;;15200
Vloz;;14500
Vloz;;12800
DajData/NastavData;;8600
DajData/NastavData;;8500
DajData/NastavData;;8700
DajData/NastavData;;8500
Vloz;;9200
Vloz;;13000
Vloz;;24700
Vymaz;;23500
Vloz;;25000
Vymaz;;18200
DajData/NastavData;;8800
DajData/NastavData;;7800
Vymaz;;7900
DajData/NastavData;;7800
DajData/NastavData;;5600
DajData/NastavData;;5300
DajData/NastavData;;5200
Vymaz;;10100
Vloz;;9900
DajData/NastavData;;5200
Vymaz;;9700
DajData/NastavData;;5300
DajData/NastavData;;5300
Vymaz;;5800
Vloz;;5700
Vymaz;;5700
DajData/NastavData;;12400
DajData/NastavData;;5800
DajData/NastavData;;5200
Vymaz;;10200
DajData/NastavData;;5300
DajData/NastavData;;5300
DajData/NastavData;;5200
Vloz;;5800
Vymaz;;9700
Vloz;;9500
DajData/NastavData;;5100
Vymaz;;9700
Vymaz;;5700
DajData/NastavData;;5200
Vloz;;9400
Vloz;;9400
DajData/NastavData;;5500
Vloz;;5700
DajData/NastavData;;5200
DajIndex;;800
Vymaz;;5700
DajData/NastavData;;5200
DajData/NastavData;;5000
Vymaz;;9800
DajData/NastavData;;5200
DajData/NastavData;;5300
Vymaz;;5600
Vloz;;9400
Vymaz;;5600
Vloz;;5600
Vloz;;5400
Vymaz;;5600
DajData/NastavData;;5100
DajData/NastavData;;5300
Vymaz;;17600
DajData/NastavData;;5200
DajData/NastavData;;5100
Vymaz;;9600
DajData/NastavData;;6100
DajIndex;;700
DajData/NastavData;;5400
Vymaz;;9600
DajData/NastavData;;5100
DajData/NastavData;;5000
DajData/NastavData;;5100
DajData/NastavData;;5300
DajData/NastavData;;5300
DajData/NastavData;;5100
DajData/NastavData;;5100
DajData/NastavData;;5100
DajData/NastavData;;5200
Vloz;;9500
DajData/NastavData;;5200
DajIndex;;700
DajIndex;;700
DajData/NastavData;;5300
Vloz;;9700
DajData/NastavData;;5200
DajData/NastavData;;5300
Vloz;;9500
DajData/NastavData;;11700
Vloz;;16600
Vloz;;27800
Vymaz;;32900
DajData/NastavData;;17300
DajData/NastavData;;8100
DajData/NastavData;;9700
DajIndex;;900
DajIndex;;800
DajData/NastavData;;6200
Vymaz;;10200
Vloz;;15100
Vymaz;;10500
Vloz;;9500
Vloz;;9600
Vloz;;9500
Vloz;;6200
Vloz;;13100
DajData/NastavData;;5500
DajData/NastavData;;5200
DajData/NastavData;;5600
DajIndex;;900
DajData/NastavData;;5400
DajData/NastavData;;5300
DajData/NastavData;;5400
Vymaz;;6000
DajData/NastavData;;5400
Vymaz;;9900
Vloz;;9400
DajData/NastavData;;5200
Vloz;;6100
DajData/NastavData;;5200
DajIndex;;800
DajData/NastavData;;5300
DajData/NastavData;;5200
DajData/NastavData;;5100
DajData/NastavData;;5100
Vloz;;5600
DajData/NastavData;;5400
Vloz;;9500
DajData/NastavData;;5300
Vymaz;;5800
DajIndex;;1400
Vymaz;;7800
Vloz;;10100
DajData/NastavData;;5400
DajData/NastavData;;5300
Vloz;;9700
DajData/NastavData;;5400
Vymaz;;5700
DajData/NastavData;;5300
DajData/NastavData;;5300
DajData/NastavData;;5300
Vymaz;;10000
DajData/NastavData;;5300
DajData/NastavData;;5200
DajData/NastavData;;5200
Vymaz;;9900
Vloz;;9500
DajData/NastavData;;5500
Vymaz;;9800
DajData/NastavData;;5400
Vymaz;;9700
Vloz;;9400
DajData/NastavData;;5200
Vloz;;14400
Vymaz;;10300
Vymaz;;5700
Vloz;;9600
DajData/NastavData;;5400
DajIndex;;800
Vloz;;9700
DajIndex;;700
DajIndex;;700
DajData/NastavData;;5300
Vloz;;9500
DajData/NastavData;;5200
DajData/NastavData;;5300
DajData/NastavData;;19800
Vymaz;;10100
DajData/NastavData;;5300
Vymaz;;9900
DajData/NastavData;;5100
DajData/NastavData;;5200
DajData/NastavData;;5200
DajIndex;;800
DajData/NastavData;;5300
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5000
DajData/NastavData;;5100
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5100
Vloz;;6000
Vymaz;;5700
DajData/NastavData;;5200
DajIndex;;700
Vymaz;;5700
Vloz;;9400
Vloz;;9400
DajData/NastavData;;5100
DajIndex;;700
Vloz;;9500
DajData/NastavData;;5200
Vloz;;5400
DajData/NastavData;;5600
DajData/NastavData;;5200
Vymaz;;9700
Vymaz;;9600
DajData/NastavData;;5300
DajIndex;;700
Vloz;;9600
DajData/NastavData;;5300
DajData/NastavData;;5100
DajData/NastavData;;5300
Vloz;;5500
DajData/NastavData;;5100
Vloz;;89400
Vymaz;;24400
DajIndex;;2400
Vloz;;18500
DajData/NastavData;;10500
Vymaz;;14300
Vloz;;8800
DajIndex;;1100
DajData/NastavData;;6900
Vymaz;;10400
Vloz;;9900
DajData/NastavData;;5400
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5200
Vloz;;5500
DajData/NastavData;;5300
DajData/NastavData;;5300
Vymaz;;10000
DajData/NastavData;;5300
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5100
Vymaz;;10200
Vloz;;9500
DajData/NastavData;;5200
Vymaz;;5700
DajData/NastavData;;5300
Vloz;;5700
DajIndex;;900
Vloz;;5700
Vloz;;9500
Vloz;;11900
DajData/NastavData;;8800
DajIndex;;900
DajIndex;;700
DajIndex;;800
DajData/NastavData;;5400
DajData/NastavData;;5300
DajIndex;;800
DajData/NastavData;;5400
Vymaz;;5800
DajData/NastavData;;5200
DajIndex;;800
DajData/NastavData;;5400
DajData/NastavData;;5200
DajData/NastavData;;5400
DajData/NastavData;;5200
DajData/NastavData;;5300
DajIndex;;700
Vloz;;9500
DajData/NastavData;;5300
DajIndex;;800
DajData/NastavData;;5300
DajData/NastavData;;5300
Vloz;;5600
DajData/NastavData;;5200
Vymaz;;5700
Vymaz;;5700
DajData/NastavData;;5200
DajData/NastavData;;5100
Vloz;;9500
DajData/NastavData;;5200
DajData/NastavData;;5100
Vloz;;5500
Vymaz;;10000
Vloz;;5600
DajIndex;;900
DajData/NastavData;;5300
DajData/NastavData;;7400
DajData/NastavData;;5200
Vloz;;9600
DajData/NastavData;;5300
DajData/NastavData;;5400
Vloz;;9800
DajIndex;;800
Vymaz;;5800
DajData/NastavData;;5400
DajData/NastavData;;5300
Vloz;;9600
DajIndex;;900
DajIndex;;800
Vymaz;;10200
DajData/NastavData;;5200
DajIndex;;800
DajData/NastavData;;5400
DajData/NastavData;;5200
DajData/NastavData;;5100
DajData/NastavData;;5200
DajData/NastavData;;5200
Vymaz;;5700
DajData/NastavData;;5300
Vloz;;5600
DajData/NastavData;;5300
Vloz;;9700
Vymaz;;5800
Vymaz;;9900
DajData/NastavData;;5400
Vymaz;;9800
DajData/NastavData;;5300
Vloz;;9500
Vloz;;9300
Vymaz;;5700
DajData/NastavData;;5300
Vymaz;;10000
DajData/NastavData;;5300
DajData/NastavData;;5400
DajData/NastavData;;5200
Vymaz;;5700
DajData/NastavData;;5300
Vymaz;;10200
DajData/NastavData;;5200
DajIndex;;800
DajData/NastavData;;5500
Vloz;;9600
DajData/NastavData;;5200
Vymaz;;5700
DajData/NastavData;;5300
DajData/NastavData;;5200
DajData/NastavData;;5300
DajData/NastavData;;5200
Vloz;;9500
DajData/NastavData;;5300
Vloz;;5600
DajIndex;;800
DajData/NastavData;;5500
DajIndex;;700
DajData/NastavData;;5400
Vloz;;5600
DajData/NastavData;;5400
DajData/NastavData;;5300
DajData/NastavData;;5300
Vloz;;9500
Vloz;;12100
DajData/NastavData;;5200
Vloz;;9700
Vymaz;;5700
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5300
Vymaz;;9600
DajData/NastavData;;5100
DajData/NastavData;;5700
DajData/NastavData;;5100
DajData/NastavData;;5200
DajIndex;;800
DajIndex;;800
Vymaz;;10000
DajData/NastavData;;5300
DajData/NastavData;;5400
DajData/NastavData;;5300
DajIndex;;800
Vloz;;9600
Vymaz;;9800
DajData/NastavData;;5300
DajData/NastavData;;5100
DajData/NastavData;;5100
Vymaz;;5800
DajData/NastavData;;5200
DajData/NastavData;;5300
Vloz;;5500
DajIndex;;800
DajData/NastavData;;5300
Vymaz;;9700
DajData/NastavData;;5200
Vymaz;;9600
DajData/NastavData;;5100
Vloz;;9600
DajData/NastavData;;5200
Vymaz;;9800
Vymaz;;9800
DajData/NastavData;;5200
Vymaz;;5600
DajData/NastavData;;5300
Vymaz;;5700
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5100
Vloz;;5600
DajData/NastavData;;5300
DajData/NastavData;;5300
DajData/NastavData;;5400
DajData/NastavData;;5200
Vymaz;;9800
DajData/NastavData;;5100
DajData/NastavData;;5200
Vymaz;;9700
DajIndex;;700
DajData/NastavData;;5300
Vymaz;;9800
Vloz;;9500
Vloz;;5500
Vymaz;;5600
DajData/NastavData;;5200
DajData/NastavData;;5300
DajIndex;;700
DajData/NastavData;;5500
Vymaz;;5700
Vymaz;;5700
Vloz;;5500
Vloz;;5500
DajIndex;;700
Vymaz;;10100
DajData/NastavData;;5100
Vloz;;5500
DajData/NastavData;;5200
Vloz;;9400
Vymaz;;5800
Vloz;;5500
DajIndex;;700
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5200
DajData/NastavData;;5100
DajData/NastavData;;5100
DajData/NastavData;;5000
DajData/NastavData;;5100
DajData/NastavData;;5200
Vymaz;;9800
DajData/NastavData;;5200
DajData/NastavData;;5100
DajIndex;;800
DajData/NastavData;;5300
Vymaz;;9600
DajData/NastavData;;5200
DajData/NastavData;;5200
Vymaz;;9500
DajData/NastavData;;5100
DajIndex;;700
Vymaz;;9900
Vloz;;9600
DajData/NastavData;;5200
Vloz;;9300
DajData/NastavData;;5100
DajData/NastavData;;5100
Vloz;;5500
DajData/NastavData;;5300
Vloz;;9400
DajData/NastavData;;5100
DajData/NastavData;;5100
Vymaz;;9900
DajIndex;;700
Vymaz;;5800
DajIndex;;800
DajData/NastavData;;5200
Vymaz;;5600
Vymaz;;5600
DajData/NastavData;;5100
DajIndex;;700
Vloz;;9600
Vloz;;5500
Vloz;;9400
Vloz;;9500
DajData/NastavData;;5100
DajData/NastavData;;5200
DajData/NastavData;;5100
DajData/NastavData;;5100
DajData/NastavData;;5100
Vymaz;;10000
DajData/NastavData;;5100
Vloz;;9400
DajData/NastavData;;5300
